City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
112,Port Hardy,CA,2022-02-01 16:52:14,50.6996,-127.4199,38.75,100,75,5.75
113,Aurora,US,2022-02-01 16:49:59,39.7294,-104.8319,32.32,49,75,1.01
114,Saint-Philippe,RE,2022-02-01 16:53:53,-21.3585,55.7679,78.35,87,58,19.15
115,Ponta Do Sol,PT,2022-02-01 16:53:05,32.6667,-17.1,75.13,26,13,13.15
116,Yeppoon,AU,2022-02-01 16:53:54,-23.1333,150.7333,78.58,76,100,6.44
117,San Cristobal,VE,2022-02-01 16:53:55,7.7669,-72.225,73.58,32,54,8.3
118,Kendari,ID,2022-02-01 16:53:55,-3.945,122.4989,76.14,92,78,1.16
119,Bredasdorp,ZA,2022-02-01 16:53:56,-34.5322,20.0403,75.27,58,1,7.45
120,Najran,SA,2022-02-01 16:53:57,17.4924,44.1277,74.05,36,21,7.34
121,Lukovetskiy,RU,2022-02-01 16:53:57,64.2956,41.9211,12.18,94,100,7.56
122,Hobart,AU,2022-02-01 16:52:35,-42.8794,147.3294,51.66,66,45,14.97
123,Hasaki,JP,2022-02-01 16:53:59,35.7333,140.8333,34.29,59,2,19.24
124,Mahanoro,MG,2022-02-01 16:53:59,-19.9,48.8,75.87,86,38,8.14
125,Cabo San Lucas,MX,2022-02-01 16:54:00,22.8909,-109.9124,72.52,49,0,2.17
126,Shubarshi,KZ,2022-02-01 16:54:01,48.5872,57.1869,20.64,86,100,10.29
127,Hambantota,LK,2022-02-01 16:49:48,6.1241,81.1185,76.33,74,7,16.17
128,Faanui,PF,2022-02-01 16:54:02,-16.4833,-151.75,80.65,75,7,19.33
129,San Ramon,US,2022-02-01 16:54:02,37.7799,-121.978,51.12,46,1,5.99
130,Tuatapere,NZ,2022-02-01 16:49:49,-46.1333,167.6833,61.83,93,83,7.0
131,Longkou,CN,2022-02-01 16:54:03,37.6508,120.3286,30.07,53,30,9.33
132,Comodoro Rivadavia,AR,2022-02-01 16:50:42,-45.8667,-67.5,82.26,20,20,13.8
133,Jansath,IN,2022-02-01 16:54:05,29.3333,77.85,52.34,79,0,6.91
134,Tazovskiy,RU,2022-02-01 16:54:05,67.4667,78.7,-3.59,98,96,6.33
135,Cherskiy,RU,2022-02-01 16:54:06,68.75,161.3,-5.55,79,100,1.14
136,Bontang,ID,2022-02-01 16:54:07,0.1333,117.5,78.06,87,100,9.95
137,Victoria,HK,2022-02-01 16:49:55,22.2855,114.1577,62.26,86,100,7.0
138,Te Anau,NZ,2022-02-01 16:55:08,-45.4167,167.7167,61.65,98,100,2.66
139,Asekeyevo,RU,2022-02-01 16:55:09,53.5742,52.7972,30.65,89,100,14.72
140,East London,ZA,2022-02-01 16:54:28,-33.0153,27.9116,76.14,88,75,5.75
141,Nanortalik,GL,2022-02-01 16:55:10,60.1432,-45.2371,14.99,78,15,12.91
142,Linares,CL,2022-02-01 16:55:11,-35.85,-71.6,88.03,16,33,5.08
143,Taga,RO,2022-02-01 16:55:11,46.95,24.05,33.89,98,99,2.26
144,Arvi,IN,2022-02-01 16:54:38,20.9833,78.2333,70.27,28,0,4.72
145,Sao Jose Da Coroa Grande,BR,2022-02-01 16:55:13,-8.8978,-35.1478,84.76,63,8,9.57
146,Gat,IL,2022-02-01 16:55:14,31.61,34.7642,54.39,100,7,6.24
147,Zeya,RU,2022-02-01 16:54:39,53.75,127.2667,-6.95,88,12,5.14
148,Havelock,US,2022-02-01 16:55:15,34.8791,-76.9013,53.06,62,0,5.01
149,Luganville,VU,2022-02-01 16:55:16,-15.5333,167.1667,77.34,86,92,3.31
150,Portland,US,2022-02-01 16:51:15,45.5234,-122.6762,39.74,94,100,1.01
151,Rumia,PL,2022-02-01 16:55:17,54.5709,18.388,34.9,91,100,11.92
152,Kruisfontein,ZA,2022-02-01 16:55:18,-34.0033,24.7314,77.88,69,33,7.78
153,Haimen,CN,2022-02-01 16:55:18,23.1935,116.6142,55.29,86,100,24.9
154,Yamada,JP,2022-02-01 16:55:19,39.4667,141.95,29.34,69,98,4.03
155,Dolgoderevenskoye,RU,2022-02-01 16:55:20,55.3444,61.3444,17.94,93,75,11.18
156,Chokurdakh,RU,2022-02-01 16:55:20,70.6333,147.9167,-19.52,97,100,1.23
157,Huambo,AO,2022-02-01 16:55:21,-12.7761,15.7392,68.34,63,97,8.16
158,Barentu,ER,2022-02-01 16:55:22,15.1139,37.5928,71.83,45,14,13.87
159,Kushima,JP,2022-02-01 16:53:34,31.4583,131.2333,43.43,75,41,8.41
160,Boguchany,RU,2022-02-01 16:55:23,58.3814,97.4531,-8.07,100,95,2.68
161,Richards Bay,ZA,2022-02-01 16:55:24,-28.783,32.0377,78.84,77,42,13.76
162,Emerald,AU,2022-02-01 16:55:24,-23.5333,148.1667,86.14,54,75,5.75
163,Port Blair,IN,2022-02-01 16:55:25,11.6667,92.75,75.24,83,40,2.3
164,Arlit,NE,2022-02-01 16:55:26,18.7369,7.3853,70.74,8,0,5.06
165,Lavrentiya,RU,2022-02-01 16:55:27,65.5833,-171.0,3.74,68,16,20.13
166,Corrente,BR,2022-02-01 16:55:27,-3.7367,-43.3394,93.99,36,73,4.85
167,Kavieng,PG,2022-02-01 16:55:28,-2.5744,150.7967,77.59,87,100,8.72
168,Pisco,PE,2022-02-01 16:55:29,-13.7,-76.2167,75.25,69,40,5.75
169,Lumeje,AO,2022-02-01 16:55:29,-11.55,20.7833,71.04,80,98,6.78
170,Bellevue,US,2022-02-01 16:55:05,47.6104,-122.2007,39.54,87,75,3.0
171,Mehamn,NO,2022-02-01 16:53:30,71.0357,27.8492,21.38,67,0,12.66
172,Dingtao,CN,2022-02-01 16:55:31,35.0683,115.5625,33.82,34,100,4.7
173,Apatou,GF,2022-02-01 16:55:32,5.155,-54.3472,81.1,84,92,2.64
174,Chicama,PE,2022-02-01 16:55:32,-7.8447,-79.1469,68.54,54,89,10.71
175,Iqaluit,CA,2022-02-01 16:54:38,63.7506,-68.5145,-23.31,74,75,0.0
176,College,US,2022-02-01 16:55:33,64.8569,-147.8028,-12.42,75,0,0.0
177,Talas,TR,2022-02-01 16:55:34,38.6908,35.5538,29.07,93,75,0.0
178,Souillac,MU,2022-02-01 16:51:07,-20.5167,57.5167,79.36,94,75,19.57
179,Vila Franca Do Campo,PT,2022-02-01 16:55:35,37.7167,-25.4333,65.19,69,58,12.26
180,Nortelandia,BR,2022-02-01 16:55:36,-14.4547,-56.8028,74.14,92,100,6.44
181,Avera,US,2022-02-01 16:55:37,33.194,-82.5271,55.94,56,0,10.54
182,Deputatskiy,RU,2022-02-01 16:55:37,69.3,139.9,-14.96,100,100,0.49
183,Mabaruma,GY,2022-02-01 16:55:38,8.2,-59.7833,83.03,70,72,6.82
184,Fallon,US,2022-02-01 16:55:39,39.4735,-118.7774,30.45,51,0,5.75
185,Geraldton,AU,2022-02-01 16:55:39,-28.7667,114.6,86.41,26,98,17.27
186,Maiduguri,NG,2022-02-01 16:55:40,11.8464,13.1603,75.65,22,0,12.91
187,Eydhafushi,MV,2022-02-01 16:56:41,5.1033,73.0708,83.03,76,18,17.0
188,Manokwari,ID,2022-02-01 16:56:41,-0.8667,134.0833,77.18,84,100,9.33
189,Nikolskoye,RU,2022-02-01 16:56:42,59.7035,30.7861,26.49,98,99,2.13
190,Pacific Grove,US,2022-02-01 16:56:43,36.6177,-121.9166,50.7,92,2,3.0
191,Bengkulu,ID,2022-02-01 16:56:44,-3.8004,102.2655,73.65,89,100,9.17
192,Tasiilaq,GL,2022-02-01 16:56:45,65.6145,-37.6368,1.09,73,92,6.31
193,Mount Gambier,AU,2022-02-01 16:56:07,-37.8333,140.7667,48.11,71,75,6.91
194,Samarai,PG,2022-02-01 16:56:46,-10.6167,150.6667,81.32,77,99,14.83
195,Tromso,NO,2022-02-01 16:56:47,69.6496,18.957,21.22,68,0,3.44
196,Kiunga,PG,2022-02-01 16:56:48,-6.1219,141.2906,71.91,99,100,2.42
197,Saskylakh,RU,2022-02-01 16:56:48,71.9167,114.0833,-28.19,100,52,1.61
198,Leshukonskoye,RU,2022-02-01 16:56:49,64.8989,45.7622,6.89,96,83,6.02
199,Boa Vista,BR,2022-02-01 16:52:06,2.8197,-60.6733,87.78,55,75,13.8
200,Manadhoo,MV,2022-02-01 16:56:50,5.7667,73.3833,82.94,76,17,17.47
201,Carutapera,BR,2022-02-01 16:56:51,-1.195,-46.02,85.55,65,96,8.68
202,Seoul,KR,2022-02-01 16:52:51,37.5683,126.9778,27.91,77,40,4.61
203,Tura,IN,2022-02-01 16:56:52,25.5198,90.2201,53.96,68,15,3.8
204,Sulphur,US,2022-02-01 16:56:53,30.2366,-93.3774,66.18,87,100,6.91
205,Northam,GB,2022-02-01 16:56:53,51.0333,-4.2167,52.39,94,99,20.6
206,Hervey Bay,AU,2022-02-01 16:56:54,-25.2986,152.8535,78.04,80,95,13.85
207,Verkhoyansk,RU,2022-02-01 16:56:55,67.5447,133.385,-21.01,97,100,0.96
208,Polson,US,2022-02-01 16:56:56,47.6936,-114.1632,21.49,88,99,3.13
209,Kamyshla,RU,2022-02-01 16:56:57,54.1169,52.1426,29.41,96,100,14.38
210,Klaksvik,FO,2022-02-01 16:56:58,62.2266,-6.589,32.92,73,100,27.67
211,Esperance,AU,2022-02-01 16:56:59,-33.8667,121.9,60.64,65,64,16.28
212,Saurimo,AO,2022-02-01 16:56:59,-9.6608,20.3916,69.8,88,80,2.42
213,Abha,SA,2022-02-01 16:57:00,18.2164,42.5053,58.82,77,0,4.61
214,Narsaq,GL,2022-02-01 16:57:01,60.9167,-46.05,7.74,88,79,2.64
215,Sept-Iles,CA,2022-02-01 16:55:02,50.2001,-66.3821,3.06,54,20,3.0
216,Topolevo,RU,2022-02-01 16:57:02,48.4994,135.1975,-10.88,76,97,4.0
217,Hovd,MN,2022-02-01 16:57:03,48.0056,91.6419,-6.09,90,100,0.47
218,Hokitika,NZ,2022-02-01 16:57:04,-42.7167,170.9667,63.59,90,100,8.3
219,Nemuro,JP,2022-02-01 16:57:04,43.3236,145.575,24.33,68,17,17.43
220,Nouadhibou,MR,2022-02-01 16:57:05,20.931,-17.0347,82.38,23,100,9.22
221,Ambon,ID,2022-02-01 16:57:06,-3.6954,128.1814,75.34,94,40,5.75
222,Aasiaat,GL,2022-02-01 16:57:06,68.7098,-52.8699,1.9,96,100,6.49
223,Oranjemund,NA,2022-02-01 16:55:14,-28.55,16.4333,68.7,80,38,12.35
224,Port Lincoln,AU,2022-02-01 16:57:07,-34.7333,135.8667,60.01,59,2,17.94
225,Luba,GQ,2022-02-01 16:57:08,3.4568,8.5547,80.49,72,30,3.44
226,Barcelos,PT,2022-02-01 16:57:09,41.5388,-8.6151,66.34,60,3,2.46
227,Waipawa,NZ,2022-02-01 16:57:10,-41.4122,175.5153,65.44,75,83,6.85
228,Wattegama,LK,2022-02-01 16:57:10,6.7989,81.4808,68.61,91,24,4.25
229,Kigorobya,UG,2022-02-01 16:57:11,1.6162,31.3089,78.4,40,100,1.59
230,Hof,DE,2022-02-01 16:57:12,50.3167,11.9167,34.07,69,100,23.02
231,Buala,SB,2022-02-01 16:57:12,-8.145,159.5921,80.28,82,96,4.94
232,Ancud,CL,2022-02-01 16:58:13,-41.8697,-73.8203,66.42,77,91,8.08
233,Kepanjen,ID,2022-02-01 16:58:14,-8.1303,112.5727,72.14,91,99,2.04
234,Kisangani,CD,2022-02-01 16:58:15,0.5167,25.2,76.12,64,99,3.2
235,Ulladulla,AU,2022-02-01 16:58:16,-35.35,150.4667,70.88,92,99,10.78
236,Yasenskaya,RU,2022-02-01 16:58:17,46.3592,38.269,39.54,87,100,10.65
237,Chirongui,YT,2022-02-01 16:58:17,-12.9319,45.1483,84.13,74,100,3.04
238,Dargaville,NZ,2022-02-01 16:58:18,-35.9333,173.8833,69.62,78,100,13.49
239,Codrington,AU,2022-02-01 16:54:50,-38.2667,141.9667,56.23,55,47,14.0
240,Nelson Bay,AU,2022-02-01 16:58:19,-32.7167,152.15,75.99,93,100,10.33
241,Pevek,RU,2022-02-01 16:58:20,69.7008,170.3133,-13.43,88,85,1.81
242,Khor,RU,2022-02-01 16:58:21,47.8861,134.9464,-7.71,99,99,5.1
243,Abrau-Dyurso,RU,2022-02-01 16:58:22,44.69,37.59,42.26,82,100,13.4
244,Ramos Arizpe,MX,2022-02-01 16:55:39,25.55,-100.9667,64.81,76,0,0.0
245,Airai,TL,2022-02-01 16:58:23,-8.9266,125.4092,60.73,85,83,3.53
246,Padang,ID,2022-02-01 16:58:24,-0.9492,100.3543,75.94,92,100,4.92
247,Lasa,IT,2022-02-01 16:54:47,46.6166,10.7002,36.48,94,46,8.12
248,Nanakuli,US,2022-02-01 16:58:25,21.3906,-158.1547,72.1,78,1,6.91
249,Severo-Kurilsk,RU,2022-02-01 16:58:25,50.6789,156.125,24.82,78,37,8.21
250,Stokmarknes,NO,2022-02-01 16:58:26,68.5646,14.9108,30.16,46,0,14.97
251,Sitka,US,2022-02-01 16:58:27,57.0531,-135.33,25.52,85,100,7.02
252,Biltine,TD,2022-02-01 16:58:27,14.5333,20.9167,74.5,14,0,9.01
253,Sciacca,IT,2022-02-01 16:58:29,37.5082,13.0881,52.11,56,9,19.84
254,Bambanglipuro,ID,2022-02-01 16:58:29,-7.95,110.2833,63.61,88,86,3.18
255,Coos Bay,US,2022-02-01 16:58:30,43.3665,-124.2179,36.99,93,75,5.75
256,Avarua,CK,2022-02-01 16:58:31,-21.2078,-159.775,78.85,83,100,10.36
257,Uthal,PK,2022-02-01 16:58:31,25.8072,66.6219,72.32,39,0,4.83
258,Vallenar,CL,2022-02-01 16:58:32,-28.5708,-70.7581,81.5,30,36,8.3
259,Verkhnyaya Toyma,RU,2022-02-01 16:58:33,62.2349,44.9985,17.11,94,100,8.08
260,Vila,PT,2022-02-01 16:58:33,42.0304,-8.1588,56.28,53,2,4.59
261,Dunedin,NZ,2022-02-01 16:58:34,-45.8742,170.5036,61.52,88,82,8.23
262,Garowe,SO,2022-02-01 16:58:35,8.4054,48.4845,79.99,47,93,19.71
263,Severnoye,RU,2022-02-01 16:58:35,56.3491,78.3619,16.25,96,96,7.14
264,Olafsvik,IS,2022-02-01 16:57:15,64.8945,-23.7142,28.92,87,99,11.79
265,Iralaya,HN,2022-02-01 16:58:36,15.0,-83.2333,80.69,66,15,6.44
266,Valdivia,CL,2022-02-01 16:58:37,-39.8142,-73.2459,71.69,42,55,5.32
267,Sioux Lookout,CA,2022-02-01 16:58:36,50.1001,-91.917,24.87,86,100,13.8
268,Binga,ZW,2022-02-01 16:58:38,-17.6203,27.3414,75.47,81,7,4.56
269,Dutlwe,BW,2022-02-01 16:58:39,-23.9833,23.9,82.2,43,98,14.2
270,Buin,CL,2022-02-01 16:58:40,-33.7333,-70.75,83.05,23,100,9.6
271,Porkhov,RU,2022-02-01 16:58:40,57.765,29.5561,24.69,95,100,6.33
272,Saint Pete Beach,US,2022-02-01 16:58:41,27.7253,-82.7412,72.28,50,1,8.01
273,Sambava,MG,2022-02-01 16:58:42,-14.2667,50.1667,79.86,81,64,14.94
274,Talavera De La Reina,ES,2022-02-01 16:58:43,39.9635,-4.8308,54.16,60,0,3.2
275,Kattivakkam,IN,2022-02-01 16:58:43,13.2167,80.3167,78.89,63,1,8.39
276,Khani,GE,2022-02-01 16:58:44,41.9563,42.9566,36.97,81,81,7.7
277,Saldanha,ZA,2022-02-01 16:59:45,-33.0117,17.9442,75.25,87,20,7.83
278,Westerland,DE,2022-02-01 16:59:45,54.9079,8.3033,44.62,81,75,26.46
279,Haines Junction,CA,2022-02-01 16:56:56,60.7522,-137.5108,-41.85,66,90,0.0
280,Hithadhoo,MV,2022-02-01 16:59:47,-0.6,73.0833,82.92,72,14,13.71
281,Diego De Almagro,CL,2022-02-01 16:59:47,-26.3667,-70.05,80.2,23,0,12.01
282,Sayyan,YE,2022-02-01 16:59:48,15.1718,44.3244,60.51,32,53,6.11
283,Warrington,GB,2022-02-01 16:59:10,53.3925,-2.5802,54.28,82,75,13.0
284,Ende,ID,2022-02-01 16:59:50,-8.8432,121.6623,77.63,89,40,5.23
285,Tabou,CI,2022-02-01 16:59:50,4.423,-7.3528,83.3,68,66,10.29
286,Port-Cartier,CA,2022-02-01 16:59:51,50.0334,-66.8654,2.75,74,20,1.66
287,Yulara,AU,2022-02-01 16:59:52,-25.2406,130.9889,67.84,100,100,10.36
288,Nikolo-Pavlovskoye,RU,2022-02-01 16:59:52,57.7831,60.0578,26.2,92,100,7.23
289,Kalmar,SE,2022-02-01 16:59:54,56.6616,16.3616,34.14,96,75,3.44
290,Holme,DK,2022-02-01 16:59:55,56.1138,10.1725,44.17,83,93,26.75
291,Sabang,ID,2022-02-01 16:59:55,5.8933,95.3214,81.95,76,20,7.58
292,Trinidad,BO,2022-02-01 16:59:56,-14.8333,-64.9,73.38,100,100,4.61
293,Narrabri,AU,2022-02-01 16:59:57,-30.3167,149.7833,74.52,96,100,5.68
294,Ratoath,IE,2022-02-01 16:59:58,53.5081,-6.4625,50.92,93,75,20.71
295,Dongsheng,CN,2022-02-01 16:59:59,39.8161,109.9776,11.8,35,0,5.68
296,Vermillion,US,2022-02-01 17:00:00,42.7794,-96.9292,25.47,38,97,18.77
297,Makushino,RU,2022-02-01 17:00:00,55.2103,67.2442,8.19,97,47,7.16
298,Derazhnya,UA,2022-02-01 17:00:01,49.2692,27.4338,12.52,98,29,4.9
299,Ust-Ilimsk,RU,2022-02-01 17:00:03,58.0006,102.6619,3.04,98,100,2.91
300,Flin Flon,CA,2022-02-01 17:00:05,54.7682,-101.865,-12.06,88,91,12.26
301,Saint George,US,2022-02-01 17:00:07,37.1041,-113.5841,45.07,32,99,7.0
302,Surgut,RU,2022-02-01 17:00:11,61.25,73.4167,-8.91,83,40,1.99
303,Rosarito,MX,2022-02-01 17:00:14,32.3333,-117.0333,59.9,75,98,6.89
304,Caravelas,BR,2022-02-01 17:00:16,-17.7125,-39.2481,88.05,58,98,10.51
305,Jiblah,YE,2022-02-01 17:00:18,13.9216,44.1467,59.94,76,97,3.24
306,Ust-Maya,RU,2022-02-01 17:00:20,60.4167,134.5333,-15.32,99,100,3.13
307,Baruun-Urt,MN,2022-02-01 17:00:22,46.6806,113.2792,-10.26,90,4,4.47
308,Chapais,CA,2022-02-01 17:00:24,49.7834,-74.8492,16.99,87,100,14.85
309,Dharchula,IN,2022-02-01 17:00:25,29.85,80.5333,43.65,42,18,7.72
310,Livada,RO,2022-02-01 17:00:27,47.8667,23.1333,33.67,99,99,1.54
311,Matamoros,MX,2022-02-01 17:00:29,25.5333,-103.25,66.25,20,0,3.13
312,Krapivinskiy,RU,2022-02-01 17:00:31,54.9992,86.8133,15.44,99,99,2.75
313,Witu,KE,2022-02-01 17:00:32,-2.3889,40.4382,78.96,82,67,11.7
314,Namatanai,PG,2022-02-01 17:00:33,-3.6667,152.4333,77.67,86,92,5.21
315,Itarema,BR,2022-02-01 17:00:34,-2.9248,-39.9167,86.31,62,95,16.15
316,Leningradskiy,RU,2022-02-01 17:00:35,69.3833,178.4167,-11.9,94,28,11.86
317,Oktyabrskoye,RU,2022-02-01 17:00:36,43.0645,44.7417,33.94,86,75,13.42
318,Nguruka,TZ,2022-02-01 17:01:36,-5.1092,31.0419,63.99,97,100,0.74
319,Constitucion,CL,2022-02-01 17:01:37,-35.3333,-72.4167,68.86,61,4,8.75
320,Puerto Baquerizo Moreno,EC,2022-02-01 17:01:38,-0.9,-89.6,74.98,82,63,5.84
321,Gotsu,JP,2022-02-01 17:01:38,35.0,132.2167,40.95,64,99,8.93
322,Hirara,JP,2022-02-01 17:01:39,24.8,125.2833,68.63,65,35,16.37
323,Krivosheino,RU,2022-02-01 17:01:40,57.3431,83.9261,17.87,94,100,9.26
324,Laramie,US,2022-02-01 17:00:48,41.3114,-105.5911,19.02,51,96,7.0
325,Axim,GH,2022-02-01 17:01:41,4.8699,-2.2405,83.57,67,40,11.5
326,Mae Sai,TH,2022-02-01 17:01:42,20.4335,99.8762,62.44,50,35,2.24
327,Tommot,RU,2022-02-01 17:01:43,58.9564,126.2925,-7.11,95,100,8.23
328,Kaitangata,NZ,2022-02-01 17:01:43,-46.2817,169.8464,58.59,97,73,5.3
329,Kidal,ML,2022-02-01 17:01:44,18.4411,1.4078,79.83,6,41,8.5
330,Whitianga,NZ,2022-02-01 17:01:44,-36.8333,175.7,70.02,87,98,11.86
331,Sabha,LY,2022-02-01 17:01:45,27.0377,14.4283,59.65,17,6,9.13
332,Batagay-Alyta,RU,2022-02-01 17:01:46,67.8006,130.4114,-17.61,97,97,1.86
333,Gao,ML,2022-02-01 17:01:47,16.6362,1.637,78.21,7,20,12.41
334,Tingo Maria,PE,2022-02-01 16:59:18,-9.2895,-76.0088,71.91,88,100,3.44
335,Oistins,BB,2022-02-01 17:01:49,13.0667,-59.5333,80.06,70,4,15.66
336,Camana,PE,2022-02-01 17:01:49,-16.6228,-72.7111,74.55,72,97,9.62
337,Usinsk,RU,2022-02-01 17:01:50,65.9939,57.5281,-7.56,100,74,6.82
338,Kalmunai,LK,2022-02-01 17:01:51,7.4167,81.8167,75.4,73,16,6.26
339,Okhotsk,RU,2022-02-01 17:01:51,59.3833,143.3,0.61,78,66,17.54
340,Ixtapa,MX,2022-02-01 16:57:15,20.7,-105.2,82.33,22,0,2.91
341,Hue,VN,2022-02-01 17:01:52,16.4667,107.6,64.51,88,75,6.91
342,Andenes,NO,2022-02-01 17:01:53,69.3143,16.1194,26.58,59,0,17.27
343,Lipari,IT,2022-02-01 17:01:54,38.4674,14.954,54.23,56,94,34.25
344,Sorong,ID,2022-02-01 17:01:55,-0.8833,131.25,79.32,78,100,9.4
345,Yaan,NG,2022-02-01 17:01:55,7.3833,8.5667,91.9,11,1,0.96
346,Srivilliputtur,IN,2022-02-01 17:01:56,9.5081,77.6336,75.72,75,25,1.01
347,Villa Guerrero,MX,2022-02-01 17:01:57,18.8667,-99.65,70.18,32,0,4.16
348,Sao Filipe,CV,2022-02-01 17:01:58,14.8961,-24.4956,75.25,75,100,5.91
349,Strezhevoy,RU,2022-02-01 17:01:59,60.7333,77.5889,-4.02,96,100,6.29
350,Ahuatempan,MX,2022-02-01 17:02:00,18.4167,-98.0167,68.5,44,0,5.77
351,Laguna,US,2022-02-01 17:02:01,38.421,-121.4238,52.95,47,0,7.0
352,Khao Yoi,TH,2022-02-01 17:02:02,13.2403,99.8243,81.99,80,12,6.55
353,Razole,IN,2022-02-01 17:02:03,16.4833,81.8333,69.6,81,1,3.0
354,Uvaly,CZ,2022-02-01 17:02:03,50.0739,14.7308,36.32,88,100,24.2
355,Nuuk,GL,2022-02-01 16:58:20,64.1835,-51.7216,8.24,88,100,7.0
356,Salekhard,RU,2022-02-01 17:02:04,66.53,66.6019,-24.03,100,95,2.66
357,Nishihara,JP,2022-02-01 17:02:05,26.1842,127.7558,63.68,82,100,5.75
358,Korla,CN,2022-02-01 17:02:06,41.7597,86.1469,24.91,41,94,2.26
359,Ponta Delgada,PT,2022-02-01 17:02:06,37.7333,-25.6667,65.5,67,40,13.8
360,Marystown,CA,2022-02-01 17:02:07,47.1666,-55.1483,28.85,100,93,11.99
361,Saint-Francois,FR,2022-02-01 17:03:08,46.4154,3.9054,41.68,99,100,8.05
362,Fortuna,US,2022-02-01 17:03:09,40.5982,-124.1573,40.12,82,0,1.01
363,El Alto,PE,2022-02-01 17:03:09,-4.2714,-81.2147,77.79,60,49,13.47
364,Ulaangom,MN,2022-02-01 17:03:10,49.9811,92.0667,-22.97,90,77,3.2
365,Anadyr,RU,2022-02-01 17:03:11,64.75,177.4833,2.19,75,100,5.95
366,Dalbandin,PK,2022-02-01 17:03:11,28.8947,64.4101,61.21,23,0,2.39
367,Mahibadhoo,MV,2022-02-01 17:03:12,3.7833,72.9667,83.21,75,55,15.7
368,Maldonado,UY,2022-02-01 17:01:26,-34.6667,-54.9167,79.41,28,0,2.66
369,Tiksi,RU,2022-02-01 17:03:13,71.6872,128.8694,-17.68,100,100,3.89
370,Beyla,GN,2022-02-01 17:03:14,8.6833,-8.6333,89.53,9,100,7.52
371,Ippy,CF,2022-02-01 17:03:14,6.2679,21.2247,85.03,17,41,3.98
372,Tari,NG,2022-02-01 17:03:15,12.4086,4.4914,82.47,10,0,8.1
373,Arman,RU,2022-02-01 17:03:16,59.7,150.1667,1.78,81,79,9.66
374,Shanhetun,CN,2022-02-01 17:03:17,44.7,127.2,-6.3,99,30,5.79
375,Loandjili,CG,2022-02-01 17:03:18,-4.7561,11.8578,80.85,82,28,9.31
376,Oussouye,SN,2022-02-01 17:03:19,12.485,-16.5469,96.44,19,2,5.46
377,Gorontalo,ID,2022-02-01 17:03:19,0.5412,123.0595,73.45,95,86,4.05
378,Kambove,CD,2022-02-01 17:03:20,-10.8764,26.5969,64.67,93,60,1.45
379,Huaicheng,CN,2022-02-01 17:03:21,23.9051,112.1931,47.53,92,95,3.11
380,State College,US,2022-02-01 17:00:14,40.7934,-77.86,33.58,61,99,1.01
381,Nosy Varika,MG,2022-02-01 17:03:22,-20.5833,48.5333,76.44,84,28,7.76
382,Conceicao Da Barra,BR,2022-02-01 17:03:23,-18.5933,-39.7322,88.56,60,100,12.01
383,Loviisa,FI,2022-02-01 17:03:24,60.4566,26.2251,18.63,97,100,3.71
384,Lahat,ID,2022-02-01 17:03:25,-3.8,103.5333,73.08,98,100,2.39
385,Wharton,US,2022-02-01 17:03:25,29.3116,-96.1027,66.11,93,75,13.8
386,Kochi,IN,2022-02-01 17:03:26,9.9399,76.2602,78.78,79,25,3.87
